Issue #,Issue Opened Time (s),Issue Closed Time (s),Issue Total Alive Time (s),Label Name,Label Action,Event Time (s),Update Time (s),User Name,Num of Comments,Milestone Name,Milestone Created Time (s),Milestone Closed Time (s),Milestone Due Date (s),Milestone Total Issues
53,1426698843.0,1427081678.0,382835.0,4. feature complete,labeled,1427083790.0,1427122064.0,A,38,v0.4,1425068138.0,1427123016.0,1426824000.0,6
53,1426698843.0,1427081678.0,382835.0,3. feature QA,unlabeled,1427083790.0,1427122064.0,A,38,v0.4,1425068138.0,1427123016.0,1426824000.0,6
54,1426880966.0,1426907756.0,26790.0,1. feature request,labeled,1426880988.0,1427059081.0,C,19,None,None,None,None,0
54,1426880966.0,1426907756.0,26790.0,2a. feature dev,labeled,1426904690.0,1427059081.0,B,19,None,None,None,None,0
54,1426880966.0,1426907756.0,26790.0,1. feature request,unlabeled,1426904690.0,1427059081.0,B,19,None,None,None,None,0
54,1426880966.0,1426907756.0,26790.0,4. feature complete,labeled,1426907767.0,1427059081.0,B,19,None,None,None,None,0
54,1426880966.0,1426907756.0,26790.0,2a. feature dev,unlabeled,1426907767.0,1427059081.0,B,19,None,None,None,None,0
55,1426881084.0,1426888411.0,7327.0,5. bug,labeled,1426881084.0,1426888411.0,C,3,None,None,None,None,0
56,1427082417.0,1427230441.0,148024.0,1. feature request,labeled,1427082417.0,1427230448.0,A,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,2a. feature dev,labeled,1427139800.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,1. feature request,unlabeled,1427139800.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,3. feature QA,labeled,1427203840.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,2a. feature dev,unlabeled,1427203840.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,4. feature complete,labeled,1427230445.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
56,1427082417.0,1427230441.0,148024.0,3. feature QA,unlabeled,1427230445.0,1427230448.0,B,18,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,1. feature request,labeled,1427230885.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,2a. feature dev,labeled,1427464953.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,1. feature request,unlabeled,1427464953.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,3. feature QA,labeled,1427478333.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,2a. feature dev,unlabeled,1427478333.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,4. feature complete,labeled,1427575022.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
58,1427230880.0,1427575024.0,344144.0,3. feature QA,unlabeled,1427575022.0,1427575024.0,B,7,v0.5,1425068413.0,1427661918.0,1427428800.0,11
59,1427230944.0,1427574999.0,344055.0,1. feature request,labeled,1427230950.0,1427574999.0,B,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
59,1427230944.0,1427574999.0,344055.0,4. feature complete,labeled,1427574994.0,1427574999.0,B,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
59,1427230944.0,1427574999.0,344055.0,1. feature request,unlabeled,1427574994.0,1427574999.0,B,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
60,1427230981.0,1427232412.0,1431.0,1. feature request,labeled,1427230985.0,1427233295.0,B,2,v0.5,1425068413.0,1427661918.0,1427428800.0,11
60,1427230981.0,1427232412.0,1431.0,4. feature complete,labeled,1427233295.0,1427233295.0,B,2,v0.5,1425068413.0,1427661918.0,1427428800.0,11
60,1427230981.0,1427232412.0,1431.0,1. feature request,unlabeled,1427233295.0,1427233295.0,B,2,v0.5,1425068413.0,1427661918.0,1427428800.0,11
61,1427233505.0,1427574982.0,341477.0,1. feature request,labeled,1427233505.0,1427574982.0,B,0,v0.5,1425068413.0,1427661918.0,1427428800.0,11
61,1427233505.0,1427574982.0,341477.0,4. feature complete,labeled,1427574966.0,1427574982.0,B,0,v0.5,1425068413.0,1427661918.0,1427428800.0,11
61,1427233505.0,1427574982.0,341477.0,1. feature request,unlabeled,1427574966.0,1427574982.0,B,0,v0.5,1425068413.0,1427661918.0,1427428800.0,11
62,1427233761.0,1427597789.0,364028.0,1. feature request,labeled,1427235008.0,1427598383.0,B,20,v0.5,1425068413.0,1427661918.0,1427428800.0,11
62,1427233761.0,1427597789.0,364028.0,4. feature complete,labeled,1427598251.0,1427598383.0,B,20,v0.5,1425068413.0,1427661918.0,1427428800.0,11
62,1427233761.0,1427597789.0,364028.0,1. feature request,unlabeled,1427598251.0,1427598383.0,B,20,v0.5,1425068413.0,1427661918.0,1427428800.0,11
63,1427252042.0,1427492250.0,240208.0,2b. help wanted,labeled,1427252042.0,1427492250.0,A,2,None,None,None,None,0
64,1427330177.0,1427504266.0,174089.0,1. feature request,labeled,1427330177.0,1427504269.0,B,3,v0.5,1425068413.0,1427661918.0,1427428800.0,11
64,1427330177.0,1427504266.0,174089.0,2a. feature dev,labeled,1427408428.0,1427504269.0,B,3,v0.5,1425068413.0,1427661918.0,1427428800.0,11
64,1427330177.0,1427504266.0,174089.0,1. feature request,unlabeled,1427408428.0,1427504269.0,B,3,v0.5,1425068413.0,1427661918.0,1427428800.0,11
64,1427330177.0,1427504266.0,174089.0,4. feature complete,labeled,1427504269.0,1427504269.0,B,3,v0.5,1425068413.0,1427661918.0,1427428800.0,11
64,1427330177.0,1427504266.0,174089.0,2a. feature dev,unlabeled,1427504269.0,1427504269.0,B,3,v0.5,1425068413.0,1427661918.0,1427428800.0,11
65,1427334863.0,1427403196.0,68333.0,5. bug,labeled,1427334864.0,1427403198.0,B,8,v0.5,1425068413.0,1427661918.0,1427428800.0,11
65,1427334863.0,1427403196.0,68333.0,4. feature complete,labeled,1427403198.0,1427403198.0,B,8,v0.5,1425068413.0,1427661918.0,1427428800.0,11
65,1427334863.0,1427403196.0,68333.0,5. bug,unlabeled,1427403198.0,1427403198.0,B,8,v0.5,1425068413.0,1427661918.0,1427428800.0,11
66,1427337921.0,1427827138.0,489217.0,2a. feature dev,labeled,1427337921.0,1427827138.0,C,2,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
67,1427403230.0,1427406602.0,3372.0,5. bug,labeled,1427403230.0,1427406602.0,B,2,v0.5,1425068413.0,1427661918.0,1427428800.0,11
68,1427406829.0,1427406900.0,71.0,1. feature request,labeled,1427406849.0,1427588298.0,D,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
68,1427406829.0,1427406900.0,71.0,4. feature complete,labeled,1427588298.0,1427588298.0,B,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
68,1427406829.0,1427406900.0,71.0,1. feature request,unlabeled,1427588298.0,1427588298.0,B,1,v0.5,1425068413.0,1427661918.0,1427428800.0,11
69,1427463062.0,1427511333.0,48271.0,2a. feature dev,labeled,1427463070.0,1427512298.0,A,3,None,None,None,None,0
69,1427463062.0,1427511333.0,48271.0,3. feature QA,labeled,1427464187.0,1427512298.0,A,3,None,None,None,None,0
69,1427463062.0,1427511333.0,48271.0,2a. feature dev,unlabeled,1427464187.0,1427512298.0,A,3,None,None,None,None,0
69,1427463062.0,1427511333.0,48271.0,4. feature complete,labeled,1427512298.0,1427512298.0,A,3,None,None,None,None,0
69,1427463062.0,1427511333.0,48271.0,3. feature QA,unlabeled,1427512298.0,1427512298.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,1. feature request,labeled,1427465293.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,2a. feature dev,labeled,1427491882.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,1. feature request,unlabeled,1427491882.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,3. feature QA,labeled,1427510258.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,2a. feature dev,unlabeled,1427510258.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,4. feature complete,labeled,1427566873.0,1427566873.0,A,3,None,None,None,None,0
70,1427465293.0,1427566841.0,101548.0,3. feature QA,unlabeled,1427566873.0,1427566873.0,A,3,None,None,None,None,0
71,1427575279.0,1427587806.0,12527.0,1. feature request,labeled,1427575285.0,1427588284.0,B,4,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
71,1427575279.0,1427587806.0,12527.0,4. feature complete,labeled,1427588136.0,1427588284.0,B,4,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
71,1427575279.0,1427587806.0,12527.0,1. feature request,unlabeled,1427588136.0,1427588284.0,B,4,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
72,1427575329.0,1427577763.0,2434.0,5. bug,labeled,1427575329.0,1427578019.0,B,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
73,1427575419.0,1427594526.0,19107.0,1. feature request,labeled,1427575423.0,1427598123.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
73,1427575419.0,1427594526.0,19107.0,4. feature complete,labeled,1427598123.0,1427598123.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
73,1427575419.0,1427594526.0,19107.0,1. feature request,unlabeled,1427598123.0,1427598123.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
74,1427575457.0,1427590549.0,15092.0,1. feature request,labeled,1427575463.0,1427591588.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
74,1427575457.0,1427590549.0,15092.0,4. feature complete,labeled,1427591588.0,1427591588.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
74,1427575457.0,1427590549.0,15092.0,1. feature request,unlabeled,1427591588.0,1427591588.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,1. feature request,labeled,1427575923.0,1427675527.0,B,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,2a. feature dev,labeled,1427598627.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,1. feature request,unlabeled,1427598627.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,3. feature QA,labeled,1427649182.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,2a. feature dev,unlabeled,1427649182.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,4. feature complete,labeled,1427675527.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
75,1427575923.0,1427675507.0,99584.0,3. feature QA,unlabeled,1427675527.0,1427675527.0,A,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
76,1427576086.0,1427599764.0,23678.0,2a. feature dev,labeled,1427576115.0,1427721751.0,D,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
76,1427576086.0,1427599764.0,23678.0,4. feature complete,labeled,1427721751.0,1427721751.0,B,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
76,1427576086.0,1427599764.0,23678.0,2a. feature dev,unlabeled,1427721751.0,1427721751.0,B,3,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
77,1427576489.0,1428108973.0,532484.0,1. feature request,labeled,1427578252.0,1428108978.0,B,5,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
77,1427576489.0,1428108973.0,532484.0,4. feature complete,labeled,1428108978.0,1428108978.0,B,5,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
77,1427576489.0,1428108973.0,532484.0,1. feature request,unlabeled,1428108978.0,1428108978.0,B,5,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
78,1427576725.0,1427578231.0,1506.0,5. bug,labeled,1427578240.0,1427578242.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
79,1427589070.0,1427590145.0,1075.0,2a. feature dev,labeled,1427589070.0,1427590181.0,C,7,None,None,None,None,0
79,1427589070.0,1427590145.0,1075.0,4. feature complete,labeled,1427590162.0,1427590181.0,B,7,None,None,None,None,0
79,1427589070.0,1427590145.0,1075.0,2a. feature dev,unlabeled,1427590162.0,1427590181.0,B,7,None,None,None,None,0
80,1427594731.0,1427649391.0,54660.0,5. bug,labeled,1427594731.0,1427649391.0,C,2,None,None,None,None,0
81,1427599961.0,1427766375.0,166414.0,2a. feature dev,labeled,1427599971.0,1427804193.0,D,2,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
81,1427599961.0,1427766375.0,166414.0,4. feature complete,labeled,1427804193.0,1427804193.0,B,2,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
81,1427599961.0,1427766375.0,166414.0,2a. feature dev,unlabeled,1427804193.0,1427804193.0,B,2,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
82,1427641457.0,1427675610.0,34153.0,1. feature request,labeled,1427641457.0,1427675610.0,B,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,2a. feature dev,labeled,1427649063.0,1427675610.0,A,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,1. feature request,unlabeled,1427649063.0,1427675610.0,A,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,3. feature QA,labeled,1427649429.0,1427675610.0,A,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,2a. feature dev,unlabeled,1427649429.0,1427675610.0,A,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,4. feature complete,labeled,1427675607.0,1427675610.0,A,1,None,None,None,None,0
82,1427641457.0,1427675610.0,34153.0,3. feature QA,unlabeled,1427675607.0,1427675610.0,A,1,None,None,None,None,0
83,1427661438.0,1427668952.0,7514.0,5. bug,labeled,1427661438.0,1427668952.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
84,1427777926.0,1427777936.0,10.0,2a. feature dev,labeled,1427777926.0,1427804231.0,D,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
84,1427777926.0,1427777936.0,10.0,2a. feature dev,unlabeled,1427804202.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
84,1427777926.0,1427777936.0,10.0,4. feature complete,labeled,1427804231.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
85,1427782840.0,1427783000.0,160.0,2a. feature dev,labeled,1427782840.0,1427804231.0,D,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
85,1427782840.0,1427783000.0,160.0,2a. feature dev,unlabeled,1427804202.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
85,1427782840.0,1427783000.0,160.0,4. feature complete,labeled,1427804231.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
86,1427782955.0,1427783000.0,45.0,2a. feature dev,labeled,1427782955.0,1427804231.0,D,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
86,1427782955.0,1427783000.0,45.0,2a. feature dev,unlabeled,1427804202.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
86,1427782955.0,1427783000.0,45.0,4. feature complete,labeled,1427804231.0,1427804231.0,B,0,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
87,1427810190.0,1427825573.0,15383.0,1. feature request,labeled,1427810196.0,1427825589.0,A,3,None,None,None,None,0
87,1427810190.0,1427825573.0,15383.0,4. feature complete,labeled,1427825587.0,1427825589.0,B,3,None,None,None,None,0
87,1427810190.0,1427825573.0,15383.0,1. feature request,unlabeled,1427825587.0,1427825589.0,B,3,None,None,None,None,0
88,1427838875.0,1427990763.0,151888.0,2a. feature dev,labeled,1427838875.0,1427990766.0,D,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
88,1427838875.0,1427990763.0,151888.0,4. feature complete,labeled,1427990766.0,1427990766.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
88,1427838875.0,1427990763.0,151888.0,2a. feature dev,unlabeled,1427990766.0,1427990766.0,B,1,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
89,1427990844.0,1428013865.0,23021.0,2a. feature dev,labeled,1427990844.0,1428013869.0,B,11,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
89,1427990844.0,1428013865.0,23021.0,3. feature QA,labeled,1428002987.0,1428013869.0,B,11,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
89,1427990844.0,1428013865.0,23021.0,2a. feature dev,unlabeled,1428002987.0,1428013869.0,B,11,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
89,1427990844.0,1428013865.0,23021.0,4. feature complete,labeled,1428013869.0,1428013869.0,B,11,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
89,1427990844.0,1428013865.0,23021.0,3. feature QA,unlabeled,1428013869.0,1428013869.0,B,11,v0.6 Cleanup,1427575221.0,1428108987.0,1428120000.0,16
90,1427991077.0,1428025974.0,34897.0,2a. feature dev,labeled,1427991077.0,1428026300.0,C,11,None,None,None,None,0
90,1427991077.0,1428025974.0,34897.0,3. feature QA,labeled,1428025843.0,1428026300.0,B,11,None,None,None,None,0
90,1427991077.0,1428025974.0,34897.0,2a. feature dev,unlabeled,1428025843.0,1428026300.0,B,11,None,None,None,None,0
90,1427991077.0,1428025974.0,34897.0,3. feature QA,unlabeled,1428026294.0,1428026300.0,B,11,None,None,None,None,0
90,1427991077.0,1428025974.0,34897.0,4. feature complete,labeled,1428026300.0,1428026300.0,B,11,None,None,None,None,0
91,1428075488.0,1428110512.0,35024.0,5. bug,labeled,1428075488.0,1428110512.0,A,6,None,None,None,None,0
92,1428110892.0,1428119464.0,8572.0,3. feature QA,labeled,1428110892.0,1428119476.0,A,0,None,None,None,None,0
92,1428110892.0,1428119464.0,8572.0,4. feature complete,labeled,1428119476.0,1428119476.0,A,0,None,None,None,None,0
92,1428110892.0,1428119464.0,8572.0,3. feature QA,unlabeled,1428119476.0,1428119476.0,A,0,None,None,None,None,0
93,1428325462.0,1428349862.0,24400.0,5. bug,labeled,1428325462.0,1428349862.0,A,1,None,None,None,None,0
